pre-islamic,pre-Islamic,www.merriam-webster.com,automatic
Wahhabism,Wahhabism,www.merriam-webster.com,automatic
non-Muslims,non-Muslims,www.merriam-webster.com,automatic
post-war,postwar,www.merriam-webster.com,automatic
sufistic,Sufistic,www.merriam-webster.com,automatic
Kelantan,Kelantan,www.merriam-webster.com,automatic
babirusa,babirusa,www.merriam-webster.com,automatic
archeological,archaeological,www.merriam-webster.com,automatic
et al,et al.,www.merriam-webster.com,automatic
Celsius,Celsius,www.merriam-webster.com,automatic
outgroup,out-group,www.merriam-webster.com,automatic
trashcan,trash can,www.merriam-webster.com,automatic
archeology,archaeology,www.merriam-webster.com,automatic
Baroque,baroque,www.merriam-webster.com,automatic
textbooks,textbooks,www.merriam-webster.com,automatic
frigate,frigate,www.merriam-webster.com,automatic
icy,icy,www.merriam-webster.com,automatic
tricolor,tricolor,www.merriam-webster.com,automatic
boudoir,boudoir,www.merriam-webster.com,automatic
furor,furor,www.merriam-webster.com,automatic
self-awareness,self-awareness,www.merriam-webster.com,automatic
aspirational,aspirational,www.merriam-webster.com,automatic
-1,negative 1,personal,manual
extrema,extrema,www.merriam-webster.com,automatic
depreciative,depreciative,www.merriam-webster.com,automatic
7-year-old,seven-year-old,personal,manual
scorecard,scorecard,www.merriam-webster.com,automatic
nonfeasance,nonfeasance,www.merriam-webster.com,automatic
customizable,customizable,www.merriam-webster.com,automatic
fight-or-flight,fight-or-flight,www.merriam-webster.com,automatic
co-creating,cocreating,www.merriam-webster.com,automatic
doormat,doormat,www.merriam-webster.com,automatic
self-interests,self-interests,www.merriam-webster.com,automatic
bulldog,bulldog,www.merriam-webster.com,automatic
storytelling,storytelling,www.merriam-webster.com,automatic
re-examine,reexamine,www.merriam-webster.com,automatic
sterling,sterling,www.merriam-webster.com,automatic
cross-pollination,cross-pollination,www.merriam-webster.com,automatic
touchy-feely,touchy-feely,www.merriam-webster.com,automatic
decision-making,decision-making,www.merriam-webster.com,automatic
mono,mono,www.merriam-webster.com,automatic
differentiable,differentiable,www.merriam-webster.com,automatic
workspaces,workspaces,www.merriam-webster.com,automatic
self-directed,self-directed,www.merriam-webster.com,automatic
non-verbal,nonverbal,www.merriam-webster.com,automatic
pre-K,pre-K,www.merriam-webster.com,automatic
non-verbally,nonverbally,www.merriam-webster.com,automatic
adventitiously,adventitiously,www.merriam-webster.com,automatic
center line,centerline,www.merriam-webster.com,automatic
handrails,handrails,www.merriam-webster.com,automatic
aluminum,aluminum,www.merriam-webster.com,automatic
Braille,braille,www.merriam-webster.com,automatic
motorically,motorically,www.merriam-webster.com,automatic
non-threatening,nonthreatening,www.merriam-webster.com,automatic
drop-offs,drop-offs,www.merriam-webster.com,automatic
semi-independent,semi-independent,www.merriam-webster.com,automatic
pick-ups,pickups,www.merriam-webster.com,automatic
pickups,pickups,www.merriam-webster.com,automatic
self-image,self-image,www.merriam-webster.com,automatic
fingerspelling,finger spelling,www.merriam-webster.com,automatic
andrology,andrology,www.merriam-webster.com,automatic
teste,teste,personal,manual
testis,testis,www.merriam-webster.com,automatic
gametes,gametes,www.merriam-webster.com,automatic
epididymis,epididymis,www.merriam-webster.com,automatic
prepuce,prepuce,www.merriam-webster.com,automatic
sagittal,sagittal,www.merriam-webster.com,automatic
orchiectomy,orchiectomy,www.merriam-webster.com,automatic
spermatozoon,spermatozoon,www.merriam-webster.com,automatic
vas deferens,vas deferens,www.merriam-webster.com,automatic
off-label,off-label,www.merriam-webster.com,automatic
Powerpoint,PowerPoint,personal,manual
PowerPoint,PowerPoint,personal,manual
toolbox,toolbox,www.merriam-webster.com,automatic
meta-analysis,meta-analysis,www.merriam-webster.com,automatic
Band-Aid,Band-Aid,www.merriam-webster.com,automatic
fast-forward,fast-forward,www.merriam-webster.com,automatic
non-empty,non-empty,www.merriam-webster.com,automatic
black-box,black box,www.merriam-webster.com,automatic
optima,optima,www.merriam-webster.com,automatic
enterable,enterable,www.merriam-webster.com,automatic
hyperplanes,hyperplanes,www.merriam-webster.com,automatic
polyhedra,polyhedra,www.merriam-webster.com,automatic
decision-makers,decision-makers,www.merriam-webster.com,automatic
end-user,end user,www.merriam-webster.com,automatic
non-expert,nonexpert,www.merriam-webster.com,automatic
nonexpert,nonexpert,www.merriam-webster.com,automatic
post-processor,post-processor,personal,manual
toolpath,toolpath,personal,manual
cutting-edge,cutting-edge,www.merriam-webster.com,automatic
semi-automatic,semiautomatic,www.merriam-webster.com,automatic
semiautomatic,semiautomatic,www.merriam-webster.com,automatic
workflow,workflow,www.merriam-webster.com,automatic
workpieces,workpieces,www.merriam-webster.com,automatic
offline,offline,www.merriam-webster.com,automatic
strangleholds,strangleholds,www.merriam-webster.com,automatic
know-how,know-how,www.merriam-webster.com,automatic
non-convex,non-convex,personal,manual
multi-armed,multiarmed,www.merriam-webster.com,automatic
time scale,timescale,www.merriam-webster.com,automatic
time-scale,timescale,www.merriam-webster.com,automatic
stochastic,stochastic,www.merriam-webster.com,automatic
mm-hmm,mm-hmm,www.merriam-webster.com,automatic
and/or,or,www.merriam-webster.com,automatic
textbook,textbook,www.merriam-webster.com,automatic
midday,midday,www.merriam-webster.com,automatic
paraxial,paraxial,www.merriam-webster.com,automatic
anlage,anlage,www.merriam-webster.com,automatic
vice versa,vice versa,www.merriam-webster.com,automatic
endplates,end plate,www.merriam-webster.com,automatic
de-lamination,delamination,www.merriam-webster.com,automatic
constitutive,constitutive,www.merriam-webster.com,automatic
claire,claire,www.merriam-webster.com,automatic
mesenchymal,mesenchymal,www.merriam-webster.com,automatic
post-operative,postoperative,www.merriam-webster.com,automatic
lipoaspirate,lipoaspirate,personal,manual
re-rupture,re-rupture,personal,manual
bursa,bursa,www.merriam-webster.com,automatic
post-op,post-op,www.merriam-webster.com,automatic
non-responders,nonresponder,www.merriam-webster.com,automatic
pre-clinical,preclinical,www.merriam-webster.com,automatic
Murine,murine,www.merriam-webster.com,automatic
haversian,Haversian,www.merriam-webster.com,automatic
osteonal,osteonal,www.merriam-webster.com,automatic
immunohistochemistry,immunohistochemistry,www.merriam-webster.com,automatic
paracrine,paracrine,www.merriam-webster.com,automatic
osseointegration,osseointegration,www.merriam-webster.com,automatic
post-operatively,postoperatively,www.merriam-webster.com,automatic
allograft,allograft,www.merriam-webster.com,automatic
osseointegrate,osseointegrate,en.wikipedia.org,automatic
nonunions,nonunions,www.merriam-webster.com,automatic
pluripotential,pluripotential,www.merriam-webster.com,automatic
osteogenesis,osteogenesis,www.merriam-webster.com,automatic
anti-angiogenesis,antiangiogenesis,www.merriam-webster.com,automatic
crankshaft,crankshaft,www.merriam-webster.com,automatic
pre-surgical,presurgical,www.merriam-webster.com,automatic
non-surgical,nonsurgical,www.merriam-webster.com,automatic
non-operative,nonoperative,www.merriam-webster.com,automatic
post-traumatic,post-traumatic,www.merriam-webster.com,automatic
anteversion,anteversion,www.merriam-webster.com,automatic
polymicrobial,polymicrobial,www.merriam-webster.com,automatic
inpatient,inpatient,www.merriam-webster.com,automatic
self-efficacy,self-efficacy,personal,manual
self-interest,self-interest,www.merriam-webster.com,automatic
self-determination,self-determination,www.merriam-webster.com,automatic
vis a vis,vis-a-vis,personal,manual
negativities,negativities,www.merriam-webster.com,automatic
writ large,writ large,personal,manual
disruptor,disruptor,personal,manual
dystopic,dystopic,www.merriam-webster.com,automatic
starships,starships,www.merriam-webster.com,automatic
self-conscious,self-conscious,www.merriam-webster.com,automatic
paintball,paintball,www.merriam-webster.com,automatic
co-ed,coed,www.merriam-webster.com,automatic
off-limits,off-limits,www.merriam-webster.com,automatic
prejudging,prejudging,www.merriam-webster.com,automatic
negativity,negativity,www.merriam-webster.com,automatic
uh-huh,uh-huh,www.merriam-webster.com,automatic
self-absorbed,self-absorbed,www.merriam-webster.com,automatic
self-aggrandizement,self-aggrandizement,www.merriam-webster.com,automatic
self-regulate,self-regulate,www.merriam-webster.com,automatic
counterparties,counterparties,www.merriam-webster.com,automatic
hard wired,hardwired,www.merriam-webster.com,automatic
hardwired,hardwired,www.merriam-webster.com,automatic
torque,torque,www.merriam-webster.com,automatic
vagal,vagal,www.merriam-webster.com,automatic
burnout,burnout,www.merriam-webster.com,automatic
well-done,well-done,www.merriam-webster.com,automatic
workplace,workplace,www.merriam-webster.com,automatic
pre-frame,pre-frame,personal,manual
knee-jerk,knee-jerk,www.merriam-webster.com,automatic
marshal,marshal,www.merriam-webster.com,automatic
untethered,untethered,www.merriam-webster.com,automatic
catastrophize,catastrophize,www.merriam-webster.com,automatic
whoa,whoa,www.merriam-webster.com,automatic
de-escalate,de-escalate,www.merriam-webster.com,automatic
recitation,recitation,www.merriam-webster.com,automatic
nitty gritty,nitty-gritty,www.merriam-webster.com,automatic
nitty-gritty,nitty-gritty,www.merriam-webster.com,automatic
pre-existing,preexisting,www.merriam-webster.com,automatic
heliotropic,heliotropic,www.merriam-webster.com,automatic
savvier,savvier,www.merriam-webster.com,automatic
overdirecting,overdirecting,www.merriam-webster.com,automatic
distal,distal,www.merriam-webster.com,automatic
risk-taking,risk-taking,www.merriam-webster.com,automatic
co-construct,co-construct,personal,manual
dyadic,dyadic,www.merriam-webster.com,automatic
co-workers,coworkers,www.merriam-webster.com,automatic
co-constructing,co-constructing,personal,manual
toolkit,tool kit,www.merriam-webster.com,automatic
tool kit,tool kit,www.merriam-webster.com,automatic
kth,k-th,personal,manual
contrapositive,contrapositive,www.merriam-webster.com,automatic
n-th,n-th,personal,manual
secant,secant,www.merriam-webster.com,automatic
tail-end,tail end,www.merriam-webster.com,automatic
collinear,collinear,www.merriam-webster.com,automatic
non-increasing,nonincreasing,www.merriam-webster.com,automatic
nonincreasing,nonincreasing,www.merriam-webster.com,automatic
rho,rho,www.merriam-webster.com,automatic
endpoints,end points,www.merriam-webster.com,automatic
endpoint,end point,personal,manual
scatterplot,scatterplot,www.merriam-webster.com,automatic
quartile,quartile,www.merriam-webster.com,automatic
mythmaking,mythmaking,www.merriam-webster.com,automatic
reimagine,reimagine,www.merriam-webster.com,automatic
foodways,foodways,www.merriam-webster.com,automatic
disaggregating,disaggregating,www.merriam-webster.com,automatic
brocades,brocades,www.merriam-webster.com,automatic
shipwreck,shipwreck,www.merriam-webster.com,automatic
long-standing,long-standing,www.merriam-webster.com,automatic
ceasefire,cease-fire,www.merriam-webster.com,automatic
foodstuffs,foodstuffs,www.merriam-webster.com,automatic
Bullion,bullion,www.merriam-webster.com,automatic
bullion,bullion,www.merriam-webster.com,automatic
anti-hero,antihero,www.merriam-webster.com,automatic
manioc,manioc,www.merriam-webster.com,automatic
self-abolition,self-abolition,personal,manual
subregions,subregions,www.merriam-webster.com,automatic
viceregal,viceregal,www.merriam-webster.com,automatic
specie,specie,www.merriam-webster.com,automatic
variegated,variegated,www.merriam-webster.com,automatic
knead,knead,www.merriam-webster.com,automatic
intra-European,intra-European,www.merriam-webster.com,automatic
coast line,coastline,www.merriam-webster.com,automatic
toolkits,tool kits,personal,manual
willpower,willpower,www.merriam-webster.com,automatic
probity,probity,www.merriam-webster.com,automatic
willy-nilly,willy-nilly,www.merriam-webster.com,automatic
liberatory,liberatory,www.merriam-webster.com,automatic
seismic,seismic,www.merriam-webster.com,automatic
nonprofits,nonprofits,www.merriam-webster.com,automatic
flak,flak,www.merriam-webster.com,automatic
sledge-hammer,sledgehammer,www.merriam-webster.com,automatic
sledgehammer,sledgehammer,www.merriam-webster.com,automatic
ns,[NO SPEECH],personal,manual
setbacks,setbacks,www.merriam-webster.com,automatic
pre-conscious,preconscious,www.merriam-webster.com,automatic
semi-conscious,semiconscious,www.merriam-webster.com,automatic
self-regulation,self-regulation,www.merriam-webster.com,automatic
well-being,well-being,www.merriam-webster.com,automatic
reframing,reframing,www.merriam-webster.com,automatic
effectivity,effectivity,www.merriam-webster.com,automatic
paternalism,paternalism,www.merriam-webster.com,automatic
a.k.a.,aka,www.merriam-webster.com,automatic
i.e.,i.e.,www.merriam-webster.com,automatic
non-voluntary,nonvoluntary,www.merriam-webster.com,automatic
checklist,checklist,www.merriam-webster.com,automatic
uncontroversial,uncontroversial,www.merriam-webster.com,automatic
pre-configure,preconfigure,personal,manual
co-authored,coauthored,www.merriam-webster.com,automatic
vis-a-vis,vis-a-vis,personal,manual
short-termist,short-termist,personal,manual
seatbelt,seat belt,www.merriam-webster.com,automatic
hula hoop,Hula-Hoop,www.merriam-webster.com,automatic
cardioid,cardioid,www.merriam-webster.com,automatic
maraschino,maraschino,www.merriam-webster.com,automatic
harddrive,hard drive,www.merriam-webster.com,automatic
soundscape,soundscape,www.merriam-webster.com,automatic
abomasal,abomasal,www.merriam-webster.com,automatic
abomasum,abomasum,www.merriam-webster.com,automatic
abortifacients,abortifacients,www.merriam-webster.com,automatic
titers,titers,www.merriam-webster.com,automatic
parturient,parturient,www.merriam-webster.com,automatic
post-parturient,post-parturient,personal,manual
dystocia,dystocia,www.merriam-webster.com,automatic
Bahiagrass,Bahia grass,www.merriam-webster.com,automatic
piperaceous,piperaceous,personal,manual
brucellosis,brucellosis,www.merriam-webster.com,automatic
non-infectious,noninfectious,www.merriam-webster.com,automatic
deficiency,deficiency,www.merriam-webster.com,automatic
silage,silage,www.merriam-webster.com,automatic
colostral,colostral,www.merriam-webster.com,automatic
arthrogryposis,arthrogryposis,www.merriam-webster.com,automatic
Styrofoam,Styrofoam,www.merriam-webster.com,automatic
orchitis,orchitis,www.merriam-webster.com,automatic
JuJu,juju,www.merriam-webster.com,automatic
bisector,bisector,www.merriam-webster.com,automatic
eurocentrism,Eurocentrism,www.merriam-webster.com,automatic
Eurocentrism,Eurocentrism,www.merriam-webster.com,automatic
s1,SPEAKER 1:,personal,manual
preceptors,preceptors,www.merriam-webster.com,automatic
codespace,code space,personal,manual
heads-up,heads-up,www.merriam-webster.com,automatic
dropdown,dropdown,www.merriam-webster.com,automatic
hertz,hertz,www.merriam-webster.com,automatic
conative,conative,www.merriam-webster.com,automatic
multi-step,multistep,www.merriam-webster.com,automatic
moonwalking,moonwalking,www.merriam-webster.com,automatic
pre-made,premade,www.merriam-webster.com,automatic
noninfectious,noninfectious,www.merriam-webster.com,automatic
HIV/AIDS,HIV/AIDS,personal,manual
co-evolved,coevolved,www.merriam-webster.com,automatic
miasma,miasma,www.merriam-webster.com,automatic
pre-history,prehistory,www.merriam-webster.com,automatic
judeo-christian,Judeo-Christian,www.merriam-webster.com,automatic
non-communicable,noncommunicable,www.merriam-webster.com,automatic
epidemiologic,epidemiologic,www.merriam-webster.com,automatic
non-transmissible,non-transmissible,personal,manual
nonhumans,nonhumans,www.merriam-webster.com,automatic
sars-cov-2,SARS-CoV-2,www.merriam-webster.com,automatic
Ebola,Ebola,www.merriam-webster.com,automatic
SARS,SARS,www.merriam-webster.com,automatic
MERS,MERS,www.merriam-webster.com,automatic
p:,PROFESSOR:,personal,manual
alkynes,alkynes,www.merriam-webster.com,automatic
triply,triply,www.merriam-webster.com,automatic
alkyl,alkyl,www.merriam-webster.com,automatic
propyl,propyl,www.merriam-webster.com,automatic
butyl,butyl,www.merriam-webster.com,automatic
hyper-reality,hyperreality,www.merriam-webster.com,automatic
